#{"t_start": 1763515689.117899, "env_id": "None"}
r,l,t
1.0,1,44.247871
1.0,1,44.26822
1.0,1,44.288866
1.0,1,44.309407
1.0,1,44.329705
1.0,1,44.350421
1.0,1,44.370772
1.0,1,44.391638
1.0,1,44.412008
1.0,1,44.432226
1.0,1,44.4527
1.0,1,44.473011
1.0,1,44.493237
1.0,1,44.51387
1.0,1,44.534388
1.0,1,44.553751
1.0,1,44.5741
1.0,1,44.593862
1.0,1,44.614567
1.0,1,44.634527
1.0,1,44.654773
1.0,1,44.675099
1.0,1,44.695611
1.0,1,44.715957
1.0,1,44.735996
1.0,1,44.756515
1.0,1,44.776482
1.0,1,44.797216
1.0,1,44.817799
1.0,1,44.838174
1.0,1,44.858844
1.0,1,44.878903
1.0,1,44.899257
1.0,1,44.919571
1.0,1,44.939977
1.0,1,44.959947
1.0,1,44.980691
1.0,1,45.000622
1.0,1,45.02044
1.0,1,45.04121
1.0,1,45.061119
1.0,1,45.081693
1.0,1,45.102246
1.0,1,45.123073
1.0,1,45.143905
1.0,1,45.164912
1.0,1,45.185924
1.0,1,45.206403
1.0,1,45.226912
1.0,1,45.248046
1.0,1,45.268614
1.0,1,45.289015
1.0,1,45.308949
1.0,1,45.329258
1.0,1,45.349135
1.0,1,45.370002
1.0,1,45.390305
1.0,1,45.410759
1.0,1,45.431279
1.0,1,45.451332
1.0,1,45.471177
1.0,1,45.491157
1.0,1,45.512434
1.0,1,45.532781
1.0,1,45.553095
1.0,1,45.573625
1.0,1,45.594764
1.0,1,45.614809
1.0,1,45.635977
1.0,1,45.656746
1.0,1,45.678168
1.0,1,45.698885
1.0,1,45.721494
1.0,1,45.741828
1.0,1,45.762749
1.0,1,45.782809
1.0,1,45.803083
1.0,1,45.823788
1.0,1,45.844007
1.0,1,45.864512
1.0,1,45.884649
1.0,1,45.904725
1.0,1,45.92438
1.0,1,45.944962
1.0,1,45.965164
1.0,1,45.986955
1.0,1,46.007829
1.0,1,46.028427
1.0,1,46.049237
1.0,1,46.070564
1.0,1,46.091305
1.0,1,46.111867
1.0,1,46.132225
1.0,1,46.152406
1.0,1,46.172389
1.0,1,46.192542
1.0,1,46.213178
1.0,1,46.233459
1.0,1,46.253547
1.0,1,46.273921
1.0,1,46.294243
1.0,1,46.314937
1.0,1,46.335353
1.0,1,46.356105
1.0,1,46.376183
1.0,1,46.396729
1.0,1,46.420462
1.0,1,46.44301
1.0,1,46.463739
1.0,1,46.48311
1.0,1,46.503546
1.0,1,46.52391
1.0,1,46.544313
1.0,1,46.564426
1.0,1,46.584711
1.0,1,46.605467
1.0,1,46.625972
1.0,1,46.646096
1.0,1,46.666809
1.0,1,46.687312
1.0,1,46.707967
1.0,1,46.728285
1.0,1,46.748448
1.0,1,46.768499
1.0,1,46.788656
1.0,1,46.808659
1.0,1,46.829513
1.0,1,46.849564
1.0,1,46.869786
1.0,1,46.891234
1.0,1,46.911835
1.0,1,46.932111
1.0,1,46.952894
1.0,1,46.973525
1.0,1,46.995526
1.0,1,47.015326
1.0,1,47.035727
1.0,1,47.055897
1.0,1,47.077168
1.0,1,47.097671
1.0,1,47.11835
1.0,1,47.139283
1.0,1,47.159641
1.0,1,47.181314
1.0,1,47.202008
1.0,1,47.222727
1.0,1,47.243401
1.0,1,47.264013
1.0,1,47.284281
1.0,1,47.304049
1.0,1,47.324272
1.0,1,47.344834
1.0,1,47.365174
1.0,1,47.384874
1.0,1,47.404958
1.0,1,47.425345
1.0,1,47.445641
1.0,1,47.46585
1.0,1,47.485333
1.0,1,47.505022
1.0,1,47.524921
1.0,1,47.544528
1.0,1,47.564552
1.0,1,47.584462
1.0,1,47.604519
1.0,1,47.624262
1.0,1,47.644474
1.0,1,47.664705
1.0,1,47.68478
1.0,1,47.70414
1.0,1,47.724608
1.0,1,47.744235
1.0,1,47.763604
1.0,1,47.784544
1.0,1,47.804544
1.0,1,47.824739
1.0,1,47.844541
1.0,1,47.865005
1.0,1,47.885214
1.0,1,47.905783
1.0,1,47.925802
1.0,1,47.94506
1.0,1,47.965275
1.0,1,47.985135
1.0,1,48.005325
1.0,1,48.025482
1.0,1,48.046728
1.0,1,48.067349
1.0,1,48.087748
1.0,1,48.108187
1.0,1,48.128454
1.0,1,48.148448
1.0,1,48.168975
1.0,1,48.189869
1.0,1,48.210223
1.0,1,48.230082
1.0,1,48.250712
1.0,1,48.270935
1.0,1,48.291126
1.0,1,48.312042
1.0,1,48.331927
1.0,1,48.351838
1.0,1,48.371749
1.0,1,48.391587
1.0,1,48.411554
1.0,1,48.432295
1.0,1,48.45214
1.0,1,48.472091
1.0,1,48.49252
1.0,1,48.513042
1.0,1,48.533107
1.0,1,48.55263
1.0,1,48.573043
1.0,1,48.593151
1.0,1,48.613086
1.0,1,48.633061
1.0,1,48.654013
1.0,1,48.674628
1.0,1,48.694255
1.0,1,48.714473
1.0,1,48.734176
1.0,1,48.754068
1.0,1,48.77365
1.0,1,48.793175
1.0,1,48.813311
1.0,1,48.832871
1.0,1,48.852879
1.0,1,48.872822
1.0,1,48.892641
1.0,1,48.912311
1.0,1,48.932723
1.0,1,48.952557
1.0,1,48.973435
1.0,1,48.993229
1.0,1,49.015104
1.0,1,49.035787
1.0,1,49.056199
1.0,1,49.076949
1.0,1,49.097922
1.0,1,49.119112
1.0,1,49.139374
1.0,1,49.159818
1.0,1,49.180045
1.0,1,49.200817
1.0,1,49.221858
1.0,1,49.242347
1.0,1,49.262841
1.0,1,49.2832
1.0,1,49.303658
1.0,1,49.323908
1.0,1,49.34406
1.0,1,49.364003
1.0,1,49.383716
1.0,1,49.404348
1.0,1,49.424498
1.0,1,49.444006
1.0,1,49.464473
1.0,1,49.484279
1.0,1,49.503933
1.0,1,49.52373
1.0,1,49.5436
1.0,1,49.564049
1.0,1,49.583932
1.0,1,49.604448
1.0,1,49.624208
1.0,1,49.6452
1.0,1,49.664907
1.0,1,49.685399
1.0,1,49.70511
1.0,1,49.725716
1.0,1,49.745861
1.0,1,49.766354
1.0,1,49.786209
1.0,1,49.806646
1.0,1,49.82687
1.0,1,49.846586
1.0,1,49.866725
1.0,1,49.886271
1.0,1,49.906136
1.0,1,49.926366
1.0,1,49.946628
1.0,1,49.967538
1.0,1,49.987585
1.0,1,50.008033
1.0,1,50.028785
1.0,1,50.049686
1.0,1,50.070953
1.0,1,50.09159
1.0,1,50.111855
1.0,1,50.132561
1.0,1,50.152839
1.0,1,50.173394
1.0,1,50.193608
1.0,1,50.214198
1.0,1,50.234577
1.0,1,50.255253
1.0,1,50.27557
1.0,1,50.295888
1.0,1,50.316551
1.0,1,50.336953
1.0,1,50.357052
1.0,1,50.377413
1.0,1,50.397947
1.0,1,50.418799
1.0,1,50.438585
1.0,1,50.458216
1.0,1,50.478456
1.0,1,50.498807
1.0,1,50.519135
1.0,1,50.539777
1.0,1,50.559727
1.0,1,50.579301
1.0,1,50.599349
1.0,1,50.618771
1.0,1,50.638836
1.0,1,50.658971
1.0,1,50.679781
1.0,1,50.70011
1.0,1,50.720234
1.0,1,50.739771
1.0,1,50.759832
1.0,1,50.781001
1.0,1,50.8011
1.0,1,50.821346
1.0,1,50.841128
1.0,1,50.861483
1.0,1,50.881797
1.0,1,50.902483
1.0,1,50.922399
1.0,1,50.942538
1.0,1,50.962398
1.0,1,50.982277
1.0,1,51.002609
1.0,1,51.022904
1.0,1,51.04362
1.0,1,51.064572
1.0,1,51.085695
1.0,1,51.106458
1.0,1,51.127183
1.0,1,51.147651
1.0,1,51.168157
1.0,1,51.189042
1.0,1,51.20998
1.0,1,51.230633
1.0,1,51.251145
1.0,1,51.271022
1.0,1,51.292196
1.0,1,51.312481
1.0,1,51.332521
1.0,1,51.352951
1.0,1,51.373163
1.0,1,51.392947
1.0,1,51.413081
1.0,1,51.433147
1.0,1,51.4535
1.0,1,51.474065
1.0,1,51.493694
1.0,1,51.513804
1.0,1,51.533922
1.0,1,51.553876
1.0,1,51.573585
1.0,1,51.593658
1.0,1,51.613859
1.0,1,51.633911
1.0,1,51.655383
1.0,1,51.675523
1.0,1,51.697312
1.0,1,51.717483
1.0,1,51.73758
1.0,1,51.757723
1.0,1,51.777233
1.0,1,51.797199
1.0,1,51.817007
1.0,1,51.836748
1.0,1,51.856868
1.0,1,51.87618
1.0,1,51.896498
1.0,1,51.916195
1.0,1,51.936125
1.0,1,51.955746
1.0,1,51.975481
1.0,1,51.99552
1.0,1,52.015385
1.0,1,52.035589
1.0,1,52.05663
1.0,1,52.077971
1.0,1,52.098061
1.0,1,52.118503
1.0,1,52.1389
1.0,1,52.159098
1.0,1,52.180384
1.0,1,52.199969
1.0,1,52.220037
1.0,1,52.23954
1.0,1,52.260101
1.0,1,52.279968
1.0,1,52.30016
1.0,1,52.320278
1.0,1,52.34004
1.0,1,52.360122
1.0,1,52.380657
1.0,1,52.400555
1.0,1,52.420697
1.0,1,52.440538
1.0,1,52.460538
1.0,1,52.480644
1.0,1,52.501121
1.0,1,52.521632
1.0,1,52.541105
1.0,1,52.560953
1.0,1,52.581743
1.0,1,52.601311
1.0,1,52.621319
1.0,1,52.640949
1.0,1,52.661281
1.0,1,52.681174
1.0,1,52.700657
1.0,1,52.720866
1.0,1,52.741226
1.0,1,52.761387
1.0,1,52.781334
1.0,1,52.802018
1.0,1,52.822173
1.0,1,52.841846
1.0,1,52.861699
1.0,1,52.881717
1.0,1,52.902521
1.0,1,52.923043
1.0,1,52.94279
1.0,1,52.962898
1.0,1,52.981954
1.0,1,53.001496
1.0,1,53.021805
1.0,1,53.042837
1.0,1,53.063126
1.0,1,53.08344
1.0,1,53.104266
1.0,1,53.124902
1.0,1,53.145568
1.0,1,53.166532
1.0,1,53.187009
1.0,1,53.206973
1.0,1,53.226844
1.0,1,53.246168
1.0,1,53.266227
1.0,1,53.286199
1.0,1,53.305871
1.0,1,53.326069
1.0,1,53.346146
1.0,1,53.366738
1.0,1,53.386753
1.0,1,53.408804
1.0,1,53.430309
1.0,1,53.450184
1.0,1,53.470143
1.0,1,53.49015
1.0,1,53.510843
1.0,1,53.531061
1.0,1,53.551223
1.0,1,53.571193
1.0,1,53.591868
1.0,1,53.61227
1.0,1,53.633021
1.0,1,53.653057
1.0,1,53.672963
1.0,1,53.692844
1.0,1,53.712663
1.0,1,53.732723
1.0,1,53.752319
1.0,1,53.772093
1.0,1,53.792099
1.0,1,53.811946
1.0,1,53.831896
1.0,1,53.851793
1.0,1,53.871776
1.0,1,53.891613
1.0,1,53.911586
1.0,1,53.931365
1.0,1,53.951676
1.0,1,53.971769
1.0,1,53.991276
1.0,1,54.010856
1.0,1,54.029938
1.0,1,54.050499
1.0,1,54.071741
1.0,1,54.092236
1.0,1,54.112329
1.0,1,54.133212
1.0,1,54.153778
1.0,1,54.173634
1.0,1,54.193833
1.0,1,54.214355
1.0,1,54.234912
1.0,1,54.255116
1.0,1,54.27554
1.0,1,54.295406
1.0,1,54.315972
1.0,1,54.336337
1.0,1,54.356933
1.0,1,54.376621
1.0,1,54.396628
1.0,1,54.41661
1.0,1,54.436495
1.0,1,54.456754
1.0,1,54.47689
1.0,1,54.496678
1.0,1,54.516867
1.0,1,54.536366
1.0,1,54.556203
1.0,1,54.576565
1.0,1,54.596224
1.0,1,54.615597
1.0,1,54.636166
1.0,1,54.656574
1.0,1,54.676816
1.0,1,54.69688
1.0,1,54.717204
1.0,1,54.737628
1.0,1,54.757584
1.0,1,54.777702
1.0,1,54.797502
1.0,1,54.818083
1.0,1,54.838361
1.0,1,54.858561
1.0,1,54.878742
1.0,1,54.899031
1.0,1,54.918738
1.0,1,54.938968
1.0,1,54.959166
1.0,1,54.979932
1.0,1,54.999913
1.0,1,55.020144
1.0,1,55.040586
1.0,1,55.062332
1.0,1,55.083567
1.0,1,55.104132
1.0,1,55.124754
1.0,1,55.145476
1.0,1,55.166228
1.0,1,55.186126
1.0,1,55.205937
1.0,1,55.226459
1.0,1,55.247128
1.0,1,55.267388
1.0,1,55.287762
1.0,1,55.308608
1.0,1,55.329015
1.0,1,55.348813
1.0,1,55.368949
1.0,1,55.389188
1.0,1,55.408742
1.0,1,55.428901
1.0,1,55.448902
1.0,1,55.46872
1.0,1,55.488173
1.0,1,55.50828
1.0,1,55.527566
1.0,1,55.548355
1.0,1,55.568392
1.0,1,55.588523
1.0,1,55.608613
1.0,1,55.628522
1.0,1,55.648958
1.0,1,55.668915
1.0,1,55.689604
1.0,1,55.709691
1.0,1,55.729526
1.0,1,55.749571
1.0,1,55.769197
1.0,1,55.789211
1.0,1,55.809916
1.0,1,55.830006
1.0,1,55.850261
1.0,1,55.870016
1.0,1,55.88984
1.0,1,55.909901
1.0,1,55.929649
1.0,1,55.949961
1.0,1,55.969741
1.0,1,55.989738
1.0,1,56.010018
1.0,1,56.03011
1.0,1,56.049742
1.0,1,56.070171
1.0,1,56.090401
1.0,1,56.111234
1.0,1,56.131691
1.0,1,56.151767
1.0,1,56.171546
1.0,1,56.190676
1.0,1,56.211102
1.0,1,56.231829
1.0,1,56.251456
1.0,1,56.271768
1.0,1,56.292
1.0,1,56.311509
1.0,1,56.331982
1.0,1,56.352002
1.0,1,56.372241
1.0,1,56.392586
1.0,1,56.41235
1.0,1,56.432126
1.0,1,56.451909
1.0,1,56.471785
1.0,1,56.491427
1.0,1,56.511526
1.0,1,56.531314
1.0,1,56.551551
1.0,1,56.571594
1.0,1,56.591765
1.0,1,56.612256
1.0,1,56.631869
1.0,1,56.652133
1.0,1,56.672162
1.0,1,56.692264
1.0,1,56.711794
1.0,1,56.731419
1.0,1,56.75135
1.0,1,56.771016
1.0,1,56.79151
1.0,1,56.812235
1.0,1,56.832569
1.0,1,56.852429
1.0,1,56.872239
1.0,1,56.892015
1.0,1,56.912583
1.0,1,56.931937
1.0,1,56.951894
1.0,1,56.971959
1.0,1,56.992139
1.0,1,57.012239
1.0,1,57.031587
1.0,1,57.051145
1.0,1,57.071443
1.0,1,57.092049
1.0,1,57.11235
1.0,1,57.133354
1.0,1,57.153591
1.0,1,57.173831
1.0,1,57.193597
1.0,1,57.213733
1.0,1,57.23388
1.0,1,57.254411
1.0,1,57.274512
1.0,1,57.295509
1.0,1,57.315979
1.0,1,57.336149
1.0,1,57.356199
1.0,1,57.376159
1.0,1,57.396231
1.0,1,57.416416
1.0,1,57.436088
1.0,1,57.45615
1.0,1,57.475624
1.0,1,57.496392
1.0,1,57.516597
1.0,1,57.536357
1.0,1,57.556641
1.0,1,57.576506
1.0,1,57.596469
1.0,1,57.616259
1.0,1,57.636693
1.0,1,57.65576
1.0,1,57.676222
1.0,1,57.696073
1.0,1,57.716002
1.0,1,57.735574
1.0,1,57.760272
1.0,1,57.780319
1.0,1,57.800019
1.0,1,57.819505
1.0,1,57.838821
1.0,1,57.859723
1.0,1,57.87978
1.0,1,57.900352
1.0,1,57.923408
1.0,1,57.943757
1.0,1,57.964058
1.0,1,57.98383
1.0,1,58.004027
1.0,1,58.023322
1.0,1,58.042957
1.0,1,58.062522
1.0,1,58.083039
1.0,1,58.103962
1.0,1,58.124884
1.0,1,58.145386
1.0,1,58.166428
1.0,1,58.187502
1.0,1,58.207467
1.0,1,58.228176
1.0,1,58.247908
1.0,1,58.267945
1.0,1,58.288302
1.0,1,58.307707
1.0,1,58.328498
1.0,1,58.348202
1.0,1,58.368428
1.0,1,58.388746
1.0,1,58.40814
1.0,1,58.428115
1.0,1,58.448306
1.0,1,58.468909
1.0,1,58.488856
1.0,1,58.508806
1.0,1,58.529238
1.0,1,58.549186
1.0,1,58.569267
1.0,1,58.58903
1.0,1,58.608952
1.0,1,58.629186
1.0,1,58.649621
1.0,1,58.669349
1.0,1,58.689867
1.0,1,58.710564
1.0,1,58.730801
1.0,1,58.751474
1.0,1,58.772062
1.0,1,58.792555
1.0,1,58.812296
1.0,1,58.83256
1.0,1,58.852537
1.0,1,58.872906
1.0,1,58.893388
1.0,1,58.913596
1.0,1,58.934019
1.0,1,58.953624
1.0,1,58.973513
1.0,1,58.992808
1.0,1,59.01286
1.0,1,59.032412
1.0,1,59.052313
1.0,1,59.072032
1.0,1,59.091782
1.0,1,59.112804
1.0,1,59.132229
1.0,1,59.153249
1.0,1,59.173342
1.0,1,59.194358
1.0,1,59.215053
1.0,1,59.235642
1.0,1,59.255304
1.0,1,59.275732
1.0,1,59.295724
1.0,1,59.315171
1.0,1,59.335822
1.0,1,59.355712
1.0,1,59.376095
1.0,1,59.395505
1.0,1,59.415743
1.0,1,59.435741
1.0,1,59.455457
1.0,1,59.474898
1.0,1,59.494853
1.0,1,59.514758
1.0,1,59.534438
1.0,1,59.554214
1.0,1,59.574187
1.0,1,59.59372
1.0,1,59.612901
1.0,1,59.632637
1.0,1,59.652737
1.0,1,59.672544
1.0,1,59.692788
1.0,1,59.712966
1.0,1,59.732838
1.0,1,59.753581
1.0,1,59.773592
1.0,1,59.793703
1.0,1,59.814107
1.0,1,59.83447
1.0,1,59.854467
1.0,1,59.873929
1.0,1,59.893261
1.0,1,59.912571
1.0,1,59.931854
1.0,1,59.951714
1.0,1,59.971629
1.0,1,59.992239
1.0,1,60.011917
1.0,1,60.032006
